row_class,col1_text,col1_class,col1_style,col2_text,col2_class,col2_style,col3_text,col3_class,col3_style,col4_text,col4_class,col4_style
depth-1,Pass,,,Sonstige Mobilität und Services,,padding-left:12px,,,,"LocalBusiness,CivicStructure",,
depth-1,Taxi,,,Taxi,,padding-left:12px,,,,TaxiStand,,
depth-1,WC,,,WC,,padding-left:12px,,,,PublicToilet,,
depth-0 topcat,,,,eMobilität,,padding-left:0px,,,,LocalBusiness,,
depth-1,E-Bike-Akku-Wechselstation,,,eBike Akku-Wechselstation,,padding-left:12px,EVehicleChargingStation,,,https://odta.io/voc/EVehicleChargingStation,,
depth-1,E-Bike-Akku-Ladestation; e-Bike-Tankstelle,,,eBike Ladestation,,padding-left:12px,EVehicleChargingStation,,,https://odta.io/voc/EVehicleChargingStation,,
depth-1,E-Bike Verleih,,,eBike Verleihstation,,padding-left:12px,,,,LocalBusiness,,
depth-1,,,,eTankstelle,,padding-left:12px,EVehicleChargingStation,,,https://odta.io/voc/EVehicleChargingStation,,
depth-0 topcat,,,,Interaktiv,,padding-left:0px,,,,MediaObject,,
depth-1,,,,Audioguide,,padding-left:12px,,,,AudioObject,,
depth-1,,,,Panoramen,,padding-left:12px,,,,MediaObject,,
depth-1,,,,Podcast,,padding-left:12px,,,,AudioObject,,
depth-1,,,,Video,,padding-left:12px,,,,VideoObject,,
depth-1,,,,Videocast,,padding-left:12px,,,,VideoObject,,
depth-1,,,,Webcam,,padding-left:12px,,,,MediaObject,,
depth-0 topcat,,,,Öffentliche Gebäude,,padding-left:0px,,,,CivicStructure,,
depth-1,Apotheke,,,Apotheke,,padding-left:12px,,,,Pharmacy,,
depth-1,Arzt,,,Arzt,,padding-left:12px,HealthCenter,,,HealthAndBeautyBusiness,,
depth-1,,,,Bildungszentrum,,padding-left:12px,,,,EducationalOrganization,,
depth-1,Bibliothek,,,Bücherei,,padding-left:12px,,,,"GovernmentBuilding,Library",,
depth-1,,,,Bürgerhaus,,padding-left:12px,,,,GovernmentBuilding,,
depth-1,,,,Feuerwehr,,padding-left:12px,,,,FireStation,,
depth-1,Historischer Stadtkern,,,Historischer Stadtkern,,padding-left:12px,HistoricCity,,,City,,
depth-1,Kindergarten,,,Kindertagesstätte/-garten,,padding-left:12px,,,,"GovernmentBuilding,Preschool",,
depth-1,Klinik; Krankenhaus,,,Krankenhaus,,padding-left:12px,,,,Hospital,,
depth-1,Folklore; Veranstaltungsort,,,Kultur-/Veranstaltungsort,,padding-left:12px,CultureCenter,,,https://odta.io/voc/CultureCenter,,
depth-1,Landratsamt,,,Landratsamt,,padding-left:12px,,,,GovernmentBuilding,,
depth-1,Polizei,,,Polizei,,padding-left:12px,,,,PoliceStation,,
depth-1,Post,,,Post,,padding-left:12px,,,,ProfessionalService,,
depth-1,Rathaus,,,Rathaus,,padding-left:12px,,,,GovernmentBuilding,,
depth-1,,,,Rettungsdienst,,padding-left:12px,HealthCenter,,,EmergencyService,,
depth-1,Bildungsstätte; Schule,,,Schulen,,padding-left:12px,,,,EducationalOrganization,,
depth-1,Sendemast,,,Sendemast,,padding-left:12px,,,,GovernmentBuilding,,
depth-1,Bürgerbüro,,,Stadt-/Gemeindeverwaltung,,padding-left:12px,,,,GovernmentBuilding,,
depth-1,Konferenzzentrum,,,Stadthalle/Tagungszentrum,,padding-left:12px,CultureCenter,,,https://odta.io/voc/CultureCenter,,
depth-1,,,,Sonstige Öffentliche Einrichtungen,,padding-left:12px,,,,GovernmentBuilding,,
depth-1,,,,Sonstige Öffentliche Gebäude,,padding-left:12px,,,,GovernmentBuilding,,
depth-1,Staumauer,,,Staumauer,,padding-left:12px,,,,GovernmentBuilding,,
depth-1,,,,Tagungs- / Seminarhaus,,padding-left:12px,,,,https://odta.io/voc/CultureCenter,,
depth-1,Gästeamt; Tourist-Information,,,Tourist-Information,,padding-left:12px,,,,TouristInformationCenter,,
depth-1,Hochschule; Wissenschaftliche Einrichtung,,,Universität,,padding-left:12px,,,,EducationalOrganization,,
depth-1,Windrad,,,Windrad,,padding-left:12px,,,,Place,,
depth-0 topcat,Platz; Treffpunkt; Wegpunkt,,,Sonstiges,,padding-left:0px,,,,,,
